id	tweet	class
	__taradise__  Ya nigs out there still saying y'all don't eat buttWITH A STRAIGHT FACE	OFF
	__youreWelcome  Im a boss ass bitchthat needs to sit in a corner	OFF
	_iwantfranny  He's a hoe   I can't	OFF
	_prettyflvck0  Me And Paul Thinkin Bout Gettin Rentals For Da Weekend  #128665  #128168  #128168 oooh shit bitches betta stay out da streets	OFF
	_rapdreams  bitches hold they nigga down when he get locked up but if a nigga go to college or the military it's a different story  #128564 	OFF
	_simplycaitlin  why do my friends hate mebecause you a ratchet hoe	OFF
	adriwadrri  No love for these fuck niggashoes 	OFF
	airmaxlad1  Hot meat http //tco/BRz8Imk5vKsexy as fuck scally lad I would love to meet him and his trainers	OFF
	airmaxlad1  Sniff http //tco/FHHbBRMYBNperved up scally lad fuck yeah	OFF
	alejandra_p13  These bitches love Sosa	OFF
	alexissixela__   #8220 @white_thunduh  I legit watched it for about 30 or 40 seconds  #128529  #8221 SO DID I WTFprob cause were retarded smh	OFF
	allisonnamaya_  What should I name my cat  ideasMr pussy	OFF
	altosteel115  http //tco/tM28mh5XG2woof woof Sexy thug boy scally	OFF
	ambitiousBree  @_1nonlykeisha u see the damn phone ringing  #128547  #128530  #128542 when you married bitches makes demands You haven't called me	OFF
	analicialouise  Tevin is my favorite sophomore I think he's so funnyHes really not Lmaoo hes a little hoe	OFF
	angelenagoley  10 sex positions http //tco/nt3PABMWsm http //tco/JmHZ8Sczf0naw this what u call fucking the soul outta bitch  #128557 	OFF
	ashlingwilde  @ItsNotAdam is bored supposed to be cute  you faggotSometimes	OFF
	ayyee_ceee_  One mans trash  #128686  is another mans treasure  #127942 	NOT
	babineaux_  I don't got no type Bad bitches is the only thing I like Iongotnotype	OFF
	bigbootybishopp  @white_thunduh lassen cc   the coach wants mei feel it youll get more my nig no doubt	OFF
	bleedingtrap  god teeth   gold chain white bitches   cocaine	OFF
	cheetahBluntz_  Its me hoe  its me hoe #128129 shhhhh	OFF
	chieflottahoes  In DC  we call them rollers  in Chiraq we call them thotsAll across America they have been known as a hoe	OFF
	clayton_jenn99  I'm gonna miss that bitch of a bus driverno you won't Don't lie	OFF
	coltforty2Gone  hate when bitches try and put you in the friendzone bitch I'm tryin to score put me in the endzone  #128293  #128293  #128293 ON MY SOUL	OFF
	complex_uk  Ashley Young has tried to deny that bird s    landed in his mouth --- gt  http //tco/mlr5eWgonK https //tco/AvCHFj7reMhahaha	NOT
	datFullerkid  @TreVaughnLG yall both gimped upAin't tht a bitch huh lol	OFF
	deepthroatMike @Boys_South  Take me for a ride  #128525  #128139  http //tco/H5mAtjYfGA#redneckwoof woof	NOT
	demi_eggleton  oh my god I love Victoria Mitchellall my bitches love me	OFF
	djsliime  That long distance shit wack I knew the bitch was cheating- uh oh	OFF
	fIirting  HE'S DOING IT RIGHT  #128525  #128120  #128158  http //tco/JZKkiVUVjCno bitches smh	OFF
	fatboyswagg347  they BAN dat pussy for life    he gotta pay 25 millon dollar fine	OFF
	fuckcamoclark  Roses are red and violets are blue and niggers are black  you know that's true@dylan72892	OFF
	g0rillaz0e  Sitting on my window sill  window open  bird tries to fly in Smacked it #ProtectTheAnimals@peta	NOT
	glowstruck  But a nigga gon be a nigga  be a niggaYou sound fuckin retarded	OFF
	greggutfeld  a video an entire media will likely mock http //tco/XFr1cRXWSmi am such a crybaby	NOT
	gurl_Im_Angie  @ItsKiaraaaa @WestYourMajesty I'm not even shy stfukikis mom  Hi angelique  Angelique  Smiles  Dips cracker in soup 	OFF
	haitian__goLd  Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville Smh #128514  #128514  #128514  #128514 	OFF
	hazelebaby  Karma is a bitch #Damn #GodProtectsHisAngels  #128588    sips tea 	OFF
	hornyjhb  Fuckin hot gym pussy http //tco/ZVYmcXQuTAfuck yeah	OFF
	hxhassan  Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https //tco/ZmloKfWDQl	NOT
	iAMPickUpLines  You can call me Fireman cause I turn the hoes on	OFF
	iCrawley  I could never have a bby by a lil dick Thts y I got a abortion by the last bitch- oh My God	OFF
	iDntWearCondoms  Watch women try to argue with me like they have a dick and actually fucked some pussy beforeI hate when bitches do that	OFF
	iLGDaily  And smoke weed in public  fuck cops man  do what you wanna do  they don't own you  run if they comeare you retarded	OFF
	iTrapWatermelon  tweety bird tho  #128514  #128514  #128514  #128514 https //tco/JbnoNM3N1P	NOT
	irlfatty  my pussy sweet like watermelon http //tco/SKlPh3TtoG  Thotermelon	OFF
	itscoleharmon_  When twitter rappers dm me their trash links http //tco/35nMR4AUQg	NOT
	jSadass  loud bitches annoy me	OFF
	jacaxeltlu  Eventually every bitch turns into that hoe# Truuu	OFF
	jaimescudi_ @Tonybthrz_ @jaimescudi_  I swear if oomf try talking to me tomorrow@@BarackObamapussy	OFF
	jama_jam  You bitches be pretending to be TF crazyYou ain't never lied	OFF
	jasmyncyniquee  @white_thunduh k bye hoeum bye 	OFF
	jayswaggkillah  Jackies a retard #blondeproblemsAt least I can make a grilled cheese	OFF
	jboii2  ima keep on giving these pussy ass niggas ah reason to hate	OFF
	jethromass  Photo  http //tco/CxRs5BVhPwhe is in sole heaven	NOT
	jgabsss  Stacey Dash won  #128166  http //tco/PDLG46rjOLbaddest bitch evaaaa	OFF
	juicyyyjayyyy  Side bitch Sunday  #128514  #128514  #128514  #128514  #128514  #128514 	OFF
	k_eazy26  Facts what baldheaded bitch made this shit  #128074  #128074  #128555  #128530  http //tco/fDYojpT9Xg  Lmao  #128553  #128514 	OFF
	kayreneeee_  Fuck wit us and then we tweakin hoeshmurda	OFF
	kazooook  We actin like it's the 7th day @WesGodLaFlare http //tco/s9gMtEvpaT  #128123 spook	NOT
	kikiSTFU  I'll break that lil bitch neck and won't even feel sorry about itSavage	OFF
	leikant  This is so fucking hot #scally #sneakersex #sockfetish #sniff #trainersex http //tco/TubivxbxcOlove me some kinky scallies	OFF
	likemicah  Y'all dumb ass niggas be so pressed to have hoes Y'all weak as fuck as fuckweed over hoes  oreos too	OFF
	lildurk_  I can turn yo bitch into a eaterrrrrrrrr	OFF
	lildurk_  I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAPwe finna come to Chiraq and shoot sumn	OFF
	marackaf   #8220 @white_thunduh  Aye yall ima tryout for the bowling team frfr #8221  tryouts passed thono theres two more retard	OFF
	maybe6789  Now u got what u want bitch  Enjoy it http //tco/gLQzwtGMj9now this is a crazy party I would love to attend	OFF
	metroadlib  colored contacts in your eyes blinders on mine cause i can't see you at allLmao	NOT
	michelle_westt  Facts@POONsoaker  Only the dudes with hoes say they don't got hoes #8221 @J_Austin12	OFF
	midyWIDEY_  I'm rea start smacking bitches period Bluffin at its best	OFF
	molssyo  Lifes a bitch  and then you die  Thats why we get high  cause you neva know when you're gonna gomy sister is perfect ( 	OFF
	molssyo  One of us is on drugs  and its me but you're still wrong  #128514  @currieburryhahahahahahah im a bitch sometimes ( 	OFF
	morgandaylee  I'm feeling pretty fuckin ghettoSmh	OFF
	nohands_24 @20ToLife_ @nohands_24 @DejaaLeeann_  @B_Coleman2 swears I'm #1 maneasilyeasilybehind Austinnip	NOT
	obey_jrock__  This is a true ride or die bitch  #128175  http //tco/bkwHX83fkWwhat the fuck hahahahah	OFF
	oldpicsarchive  HGWells and Charlie Chaplin http //tco/sTiDDHK3WT#History #Photography	NOT
	ortiz_jaylene  All I see is Bruno's bitch ass on my twitter now wtfBruno's all that she sees (Drake voice)	OFF
	ozzie_garza  @white_thunduh I'm about to cool faggot chilltf is cool nigga	OFF
	ozzie_garza  @white_thunduh I'm so sure bitchfrfr tf	OFF
	poppunksucks  Twitter is not a source of news broadcast you fucking retardsit is when nbc  abc  cnn  Fox  etc are all keeping quiet	OFF
	queendulaaa  Got a couple bitches saying they know me But I #8217 ma let the money talk for me  #128526  #128076 AND I'M LIKE #WWYD	OFF
	realFORTES  Grudges are for weirdosand bitches	OFF
	rhythmixx_  I told Mariam to but cigarettes for her birthday  You also called me trash rn	NOT
	riananewman  @22EdHam brownies tonightwhat kind	NOT
	roLLYuP23  No text back I don't give a fuck  I'll text another bitchdamn someone is hurt lol	OFF
	ronald_iongi  Ummmmmm okay http //tco/4BVLsci5K5you got hoes from left to right  #128514  #128514  do yah thang	OFF
	royalswagg_  using y=mx+b to find the slope of that ass	OFF
	rugbysocklad  Fit lads Nice gear http //tco/ThnXX1lC1Mthese scally lads n trainers would get it	NOT
	rugbysocklad  Hell yeah bro http //tco/9yIb45UD6cfuck yeah sexy scally lad in hot gear	OFF
	rugbysocklad  Helping out a mate http //tco/eMNAdO1QOjI love scally play Fuck yeah	OFF
	rugbysocklad  Lads being Lads http //tco/f3UJcYJ4OFfuck yeah I love scally lad action Hot trainers too	OFF
	savage_twotone  Next year bitches is gonna be like you gotta promise you won't expose me  #128514  #128514  #128557 	OFF
	scallynikelad   #8220 @sleazytwinks  So hot RT @opcinjen  Lick it  bitch http //tco/JLoUkqDcOM #8221 fuck yeah Eat that trainer u dirty fucker	OFF
	sierrabernia   #8220 @T2G_CincoKilby  Y'all think celebrity pussy different from the locals  #128514  #8221  yeah Meghan goods is	OFF
	sleepy_yongguk I saw an ajumma walk out in the beginning saying  'Wow  this is so trash that I can't even listen to it' #128514 lmaoo	NOT
	sniffsockslad  Need these sox http //tco/xydb1RchXhfuck yeah I love a kinky scally lad w/ rank sox and sneaks	OFF
	snoleezey801  I don't ever expose females like that That's childishbitch nigga shiiii	OFF
	socass_ @00sexilexi00  @socass_ yasss   trys new things with bestfriend    bitch who do you love 	OFF
	socass_  Dude remember this wop video @00sexilexi00 http //tco/P3HEuBOQBuOMG WHERE DID YOU FIND THAT	NOT
	soxandjox  Thick raw fuck http //tco/g8RvUHCeBNDamn his man pussy is getting a workout	OFF
	soxdawg  RAWR RT @skinrubberboi Mysexy French scally I love him #frenchscally http //tco/5idQ3R5Akzsexy scally woof woof	NOT
	splurgb_  Nothin in life is free Some of you bitches need to write that on ya panties128557  #128514 	OFF
	stephencdo  @currieburry if one of you bitches want some of my burrito u can catch me at potosinohuh Haha	OFF
	talibanshawtyy  Niggas whole hoes out here cuzCouldn't had said it better #128588 	OFF
	theaveragerocks  Hardcore way to eat Mac and cheese 1 Boil water  2 Snort cheese powder 3 Drink boiling water  4 Fuck bitches	OFF
	thebravebird  #YoureNotMyType if my fade is perpetually fresher than yoursThat's a real ass bitch rite there	OFF
	thejudyann  annoying bitch that I love http //tco/8oxlQvQBrCJUDYANN'S SO PRETTY	OFF
	thotmouths  http //tco/aQKGOrAUxx  Lmao bitch got on some huggies	OFF
	trestiffer  Hi bitch  No bitch Bye bitchhttp //tco/RbcRXMRtQP	OFF
	trutherbot  does he look like a bitch@el_capacitor	OFF
	whoiscoreyking  Chase money  #128176  not  #128581  hoes  #128111   #128175  #128175 58399  #58399  #58399  #58399 	OFF
	whooligan__  can't stand aI don't know what I wantass nigga  #128564 bitch 	OFF
	wiganzlad @MarkyCrumb @gmail_shorts  I'm on my way http //tco/MqcZuXlbtTlove a #chavhotsexy scally fucker	OFF
	witmyRUDEass  These newly gay bitches don't kno how shit works	OFF
	witmyRUDEass  When a bitch don't want a real job they just become strippers lollol	OFF
	wodaeeex3  Awww Meat Meat In His Feelinsi ainn n my feelings bitch	OFF
	wodaeeex3  I Want Snake Bites   MY Industrial Piercin    A TattooDem hoe accessories dea  #128064  #128064  #128056  #9749 	OFF
	worldtraveIs  Baby albino  #128034  http //tco/2tYTQJ3fec@Meeeesh1395	NOT
	worldwarzee_  these hoes ain't loyal	OFF
	xoxoclauudia  YASSSSSS  ORDERED CHINESE  #128079 bitch you just ate tacos you fat fuck	OFF
	z0mbiedance  I made that bitch lunch @elizabethbatmanBitches love lunch	OFF
	A NO BRAINER But as soon as this bitch gets rich in political power  her views will change POLITICAL WHORES http //tco/ekEPSjWcyU #8221 	OFF
	A pussy a day keeps the devil away-@DoperThanYola	OFF
	Ain't that about a bitch What does that mean	OFF
	All these bitches want a baby  I don't want no children	OFF
	And bitch you must be lost #128514  #128514 	OFF
	Baby I like being on your left sideno bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do	OFF
	Baesounds like such a ghetto word Use something else	NOT
	Batter the wee cunt Jewisy cos he fucked my ex Emma isnt battering the girls I've nailedIve moved on stop being a pussy n do it urself	OFF
	Bleed out hoe-Alexa	OFF
	Boolin' in the bando wit a few bitches	OFF
	Brownies for my brownieI love this movie  #128517 	NOT
	But I need a bad bitch that's hotter than memight be the realist shit PartyNextDoor ever said That's how I be feelin everyday	OFF
	By the way we do punch bitches	OFF
	Caesar is homeRT @Naewoodster   #8220 @MjaySkillz  https //tco/mw5KAojKXBtheres so much this bitch looks like Lets start with ape shit #8221  #128557  #128557 	OFF
	Chinese Maverick  We were communicating Comrade   u know giving the imperialist Yanks the Birdiehttps //tco/38GZ1jerPS	NOT
	Dad say hi to my snapchat Dad #9996  #65039  #9996  #65039  duces bitch #128514  #128514  #128553  #128553 	OFF
	Do you believe these hoes are not in fact loyalI disagree with that  I do believe they are in fact the loyalest bunch these hoes	OFF
	Don't know no ugly bitches Don't know no broke niggas--@Kevin_Gates	OFF
	Don't make me make you fall in live with a nigga like meeeThe birds 1  2 are my favorite songs by Weeknd	OFF
	Don't worry about the nigga you see  worry about the nigga you DON'T see Dat's da nigga fuckin yo bitch	OFF
	Don't you ever give my pussy away You keep it tight  alright	OFF
	Dropped a stack cause bitch I'm ON -@1PoloBoy  Song calledDope Download the mixtape here  http //tco/LaCZ1e6TG7	OFF
	Dumb bitches do dumb things	OFF
	Eat the pussy like a real nigga hungry	OFF
	Eff it Let's go after the cripplehttp //tco/kSaMx1JPfV	OFF
	Everything look better with a bitch next to it	OFF
	Facto @ShaunaSayomi  Who cares if you a hoe when your ass looks like this http //tco/CJdT987aqf	OFF
	For every bad bitch there is a nigga tired of fucking her	OFF
	Foreign chick  no lie Man that bitch Beautiful	OFF
	Fresh nigga so you kno I need a clean bitch Who kno I'm working cuz I wanna see my team richhttp //tco/Cgx3HNAK9A	OFF
	Fuck 5/0 I make my own rules Suck my dragon balls bitch call me goku	OFF
	Generate ASCII boxes with NodeJSall I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http //tco/lRJWDFhv7T	NOT
	Get me that shit bitch you is fine bear	OFF
	Get your ass back to Detroit ya fuckin' wigger	OFF
	Girls that I dated  its okay I ain't mad yo  unless you stabbed me in the heart  no love hoe	OFF
	HOW DO YOU KNOW MY TWITTER PASSWORDbitch please	OFF
	Have you seen my shows Have you seen my hoes If I wasn't hot would they be so thick	OFF
	He a bitch for hitting that hoe #128514  #128514  #128514  #128514  #128514  #128514  #128514  #128514  #128514 	OFF
	He married to a white woman lucky sum-bitch- Uncle Ruckus	OFF
	He wanna be my nigga  but I'm just trinna be his savings account  #128553  #128514  #128557  #128514  #128557  omg imma funny ass bitch man  but that's Real Shit  #128175 	OFF
	Her great grandmas a hoe her grandmas a hoe her moms and a hoe  and she's a hoe It's a long line of hoes-Grandpa Carl everyone	OFF
	Hey go look at that video of the man that found the kidnapped girls in Ohiowhat a nigger- #shitmybosssays	OFF
	Hey pussy you still there	OFF
	How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their http //tco/sR1zceHx	NOT
	How hotter than is itA bitch	OFF
	How u talking to hoes bout bro n em Why you talking to hoes bout bro n em	OFF
	How you doing  crazy bitchis hilarious	OFF
	I KNOW my shoes dirty as fuck  whatever  bitch You don't have to call  Like  negro one of the first things they LOOK at is shoes  dog	OFF
	I am a thrill billywith a hillbilly heart-@billyraycyrus HAHAHAHAHA Jesus Murphy	NOT
	I call him my bitch@MaKennaM_	OFF
	I can't handle no liquor But these bitches can't handle meeedd- Chief Sosa	OFF
	I don't chase after dudes I chase after bitches- Edgar Bautista	OFF
	I don't love these hoes  baby It's me and you forever	OFF
	I dont even need a picture of tamar  that bitch is beat in every picture128514  #128557  #128514  #128514  #128514 	OFF
